Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link,顶级域名,评论表单检测,特殊标注,最新评论时间
45,"How to Do Google Gravity on a Computer, Phone, or Tablet",https://www.wikihow.com/Do-Google-Gravity,https://elgoog.im/gravity/,elgoog.im/gravity,12,210,False,False,False,True,False,False,False,False,2026-07-05,2026-07-12,True,False,wikihow.com,无评论功能,,
43,Blog | ACM Interactions,https://interactions.acm.org/blog/view/hci-and-interaction-design-versus-covid,https://driftbossgame.io/,drift boss,1217,1107,False,False,False,True,False,False,False,False,2025-07-14,2026-07-08,False,False,acm.org,访问失败,,
42,Varicose Veins (Flyer),https://www.vascularcures.org/post/varicose-veins-flyer,https://driftbossgame.io/,Drift Boss,8,49,False,False,False,True,False,False,False,False,2026-07-13,2026-07-13,True,False,vascularcures.org,评论网站,,
42,111+ Revealing Google Statistics and Facts to Know in 2026,https://review42.com/resources/google-statistics-and-facts/,https://elgoog.im/,elgooG,116,73,False,False,False,True,False,False,False,False,2025-10-16,2026-06-25,False,False,review42.com,无评论功能,,
42,Drift Boss (driftboss_game) - Profile | Pinterest,https://www.pinterest.com/driftboss_game/,http://driftbossgame.io/,driftbossgame.io,1,6,True,False,False,True,False,False,False,False,2026-04-03,2026-04-03,False,False,pinterest.com,无评论功能,,
41,Mejillones estilo thai - Atrapada en mi cocina,http://www.atrapadaenmicocina.com/2026/02/mejillones-estilo-thai.html,https://driftbossgame.io/,drift boss,78,361,True,False,False,True,False,False,False,False,2026-03-02,2026-07-08,False,False,atrapadaenmicocina.com,无评论功能,,
41,Google Startpagina - Google als jouw startpagina!,https://google.startpagina.nl/,https://elgoog.im/,Google Mirror,251,69,True,False,False,True,False,False,False,False,2025-03-19,2026-07-12,False,False,startpagina.nl,无评论功能,,
37,Fantasy Galleries,https://www.highend3d.com/gallery/fantasy/c/ready-to-fly,https://spacewavesgame.io/,space waves,1,94,False,False,False,True,False,False,False,False,2025-12-20,2026-06-04,False,False,highend3d.com,评论网站,,
37,이스터 에그/목록 - 나무위키,https://namu.wiki/w/%EC%9D%B4%EC%8A%A4%ED%84%B0%20%EC%97%90%EA%B7%B8/%EB%AA%A9%EB%A1%9D,https://elgoog.im/pacman/,팩맨,64,748,True,False,True,True,False,False,False,False,2025-08-16,2026-06-05,False,False,namu.wiki,无评论功能,,
36,Google's Superman Easter Egg Will Make You Want To Rewatch The Movie On HBO Max,https://www.bgr.com/2053449/google-superman-easter-egg-streaming-hbo-max/,https://elgoog.im/thanos/,their historic Google Easter egg,9,37,False,False,False,True,False,False,False,False,2025-12-20,2026-07-03,False,False,bgr.com,无评论功能,,
36,"🧿 𝙂𝙊𝙂𝙇𝙀 🤗 Guguel, Gugle, Gooogle, Gugel, Gogel, Googles",https://altamiraweb.net/gogle/,https://elgoog.im/,elgooG,12,50,False,False,False,True,False,False,False,False,2026-06-12,2026-07-01,False,False,altamiraweb.net,无评论功能,,
35,Escape Road 2 - Intense Police Pursuit & Racing | Play Free Online,https://escaperoad.games/escape-road-2,https://doodleroad.com/doodle-empires,Doodle Empires,3,27,False,False,False,True,False,False,False,True,2025-02-22,2026-05-06,False,False,escaperoad.games,游戏站,游戏网站,
35,Tekin Pres Döküm Su Armatürleri,http://www.tekinpres.com.tr/,https://elgoog.im/breakout,E-Piksel,2,95,False,False,False,True,False,False,False,True,2026-01-15,2026-04-06,False,True,tekinpres.com.tr,无评论功能,,
35,"In The Age Of Digital Transformation, Drive Your Website’s Success With Intelligent, Results-Oriented Content Marketing Strategies That Leverage The Latest Technologies To Accelerate Growth And Enhance Audience Engagement",https://web.thecloudherald.com/19/jaYfYhcxYi,http://elgoog.im/,visit gegu.org for latest info,10000,0,True,False,False,True,False,False,False,False,2026-07-12,2026-07-12,True,False,thecloudherald.com,无评论功能,,
35,Scout.click - Search - thanos,https://scout.click/index.php?domain=presearch.com&fl=0&page=search%2Fweb&search=thanos&type=Search,https://elgoog.im/thanos/,Google Thanos Snap Easter Egg - elgooG,31,13,False,False,False,True,False,False,False,False,2025-12-13,2026-04-22,False,False,scout.click,评论网站,,
34,"Play Google Block Breaker – Guide, Tips & Hidden Game (2026) - Radical - Technology & Business Blog | Lifestyle & Home Decor",https://radical.fm/google-block-breaker/,https://elgoog.im/breakout/,,2,107,False,False,False,False,True,False,False,False,2026-04-08,2026-07-07,False,False,radical.fm,游戏站,游戏网站,
34,ibaytu.com.tr,https://ibaytu.com.tr/,https://elgoog.im/breakout/,E-Piksel,8,46,False,False,False,True,False,False,False,False,2025-12-31,2026-01-28,False,True,ibaytu.com.tr,访问失败,,
34,Charles Roberge,https://charlesroberge.ch/,https://elgoog.im/zergrush/,???,10,12,False,False,False,False,False,False,True,False,2025-12-06,2026-04-03,False,False,charlesroberge.ch,无评论功能,,
34,How To Find The Super Mario Bros. Google Search Easter Egg,https://screenrant.com/super-mario-bros-google-search-easter-egg/,https://elgoog.im/mario/#spf=1674473763287,Elgoog,28,86,False,False,False,True,False,False,False,False,2024-12-31,2026-05-20,False,False,screenrant.com,访问失败,,
32,Do a Barrel Roll 10 Times on Google : Spin to Win,https://tradeflockusa.com/do-a-barrel-roll-10-times/,https://elgoog.im/doabarrelroll/?10,do a barrel roll 10 times,13,60,True,False,False,True,False,False,False,False,2025-09-08,2026-03-28,False,True,tradeflockusa.com,访问失败,,
32,Decomaxi,https://decomaxi.com.tr/,https://elgoog.im/breakout,E-Piksel,2,21,False,False,False,True,False,False,False,False,2026-01-20,2026-06-01,False,True,decomaxi.com.tr,无评论功能,,
32,Websites Worth Calculator - World's #1 Website Value Checker,https://websitesworthcalculator.com/,https://elgoog.im/,Visit,24,24,True,False,False,True,False,False,False,False,2026-05-22,2026-06-07,False,True,websitesworthcalculator.com,无评论功能,,
30,Banishers: Ghosts of New Eden et Warhammer 40K: SM2 montreront bientôt du gameplay,https://www.xboxygen.com/News/46149-Banishers-Ghosts-of-New-Eden-et-Warhammer-40K-Space-Marine-2-montera-bientot-du-gameplay,https://driftbossgame.io/,Drift Boss,11,107,True,False,True,True,False,False,False,False,2026-05-23,2026-05-23,False,False,xboxygen.com,游戏站,游戏网站,
29,Как пробежать марафон Большой Шестёрки? в Журнале NewRunners: Все что нужно знать новичку,http://newrunners.ru/mag/kak-probezhat-marafon-bolshoj-shestyorki/,https://spacewavesgame.io/,space waves,39,87,False,False,False,True,False,False,False,False,2026-06-20,2026-06-20,True,False,newrunners.ru,无评论功能,,
29,"GitHub - Fault-Utilities/TusDino-Chrome-Dino-Mod-Menu: 👾 TusDino is the best and most advanced mod menu utility cheat exploit for Chrome Dino with over 60+ free cheats & hacks! (Fly, Visuals, Airjump, Speed Hack +more) · GitHub",https://github.com/Fault-Utilities/TusDino-Chrome-Dino-Mod-Menu,https://elgoog.im/t-rex/v2/,https://elgoog.im/t-rex/v2/,38,160,True,False,False,True,False,False,False,False,2025-11-19,2026-04-05,False,False,github.com,游戏站,游戏网站,
29,"Bukan Cuma Dino Run, Ini Dia Daftar Game Tersembunyi Google dan Cara Mainnya",https://tekno.kompas.com/read/2022/02/17/11310077/bukan-cuma-dino-run-ini-dia-daftar-game-tersembunyi-google-dan-cara-mainnya,https://elgoog.im/breakout/,https://elgoog.im/breakout/,32,321,True,False,False,True,False,False,False,False,2025-12-16,2026-04-30,False,True,kompas.com,游戏站,游戏网站,
29,"Google's Trick ""Do A Barrel Roll"" : Know Everything",https://www.articlesreader.com/do-a-barrel-roll/,https://elgoog.im/doabarrelroll/,Doabarrelroll,1,72,True,False,False,True,False,False,False,False,2025-01-20,2026-06-07,False,True,articlesreader.com,无评论功能,,
26,T. Rex Dinosaur Game - Chrome Web Store,https://chromewebstore.google.com/detail/t-rex-dinosaur-game/gaeajegedipfjplgkbamdnlmicaacebk,https://elgoog.im/,Website,5,30,False,False,False,True,False,False,False,False,2025-07-05,2026-04-11,False,False,google.com,无评论功能,,
26,Easter Eggs: você sabe o que são? - Canaltech,https://canaltech.com.br/curiosidades/easter-eggs-voce-sabe-o-que-sao/,https://elgoog.im/,uma página inteira,11,48,True,False,False,True,False,False,False,False,2025-05-02,2026-06-26,False,False,canaltech.com.br,游戏站,游戏网站,
26,Steve Jobs - Part 1 | استیو جابز - بخش ۱,https://castbox.fm/episode/Steve-Jobs---Part-1-%7C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%88-%D8%AC%D8%A7%D8%A8%D8%B2---%D8%A8%D8%AE%D8%B4-%DB%B1-id2769822-id490781995,https://elgoog.im/breakout/,بازی Breakout,21,51,True,False,False,True,False,False,False,False,2025-08-01,2026-03-21,False,False,castbox.fm,无评论功能,,
26,Résultats passages de grade européens shinsa Noisiel,https://www.kyudo.fr/post/resultats-passages-de-grade-europeens-shinsa-noisiel,https://driftbossgame.io/,Drift Boss,8,49,False,False,False,True,False,False,False,False,2026-06-26,2026-07-07,True,False,kyudo.fr,无评论功能,,
25,,https://search.eitaa.com/?url=https%3A%2F%2Felgoog.im%2Funderwater,https://elgoog.im/underwater/,,0,0,False,False,False,True,False,False,False,False,2026-06-27,2026-07-05,True,False,eitaa.com,游戏站,游戏网站,
24,donald+trump+hair - søgeresultater fra Yahoo,https://dk.search.yahoo.com/mobile/s?age=1m&btf=m&ei=UTF-8&fr2=time&q=donald%2Btrump%2Bhair,https://doodleroad.com/pt/doodle-champion-island,doodleroad.com › pt › doodle-champion-island Doodle Champion Island Games - Aventura RPG com temática olímpica,10,23,False,False,False,True,False,False,False,False,2026-01-04,2026-01-04,False,False,yahoo.com,评论网站,,
23,Google के इन मैजिकल सीक्रेट्स के बारे में जानते हैं आप? - google magical secrets and tricks that are hidden and you must know - Navbharat Times,https://navbharattimes.indiatimes.com/tech/tech-photogallery/google-magical-secrets-and-tricks-that-are-hidden-and-you-must-know/photoshow/65978115.cms,https://elgoog.im/guitar/,आप इसे यहां देख सकते हैं।,26,35,True,False,False,True,False,False,False,False,2026-02-21,2026-02-21,False,False,indiatimes.com,无评论功能,,
23,"seseruan aja, silahkan dicoba 😄 - Samsung Members",https://r1.community.samsung.com/t5/others/seseruan-aja-silahkan-dicoba/td-p/4206557,https://elgoog.im/underwater/,https://elgoog.im/underwater/,2,128,True,False,False,True,False,False,False,False,2025-08-07,2026-06-08,False,False,samsung.com,访问失败,,
23,DisplayLink Feature Suggestions: Hot (317 ideas) – DisplayLink Support,https://support.displaylink.com/forums/287786-displaylink-feature-suggestions,https://driftbossgame.io/,Drift Boss,16,99,False,False,False,True,False,False,False,False,2025-09-15,2026-01-03,False,True,displaylink.com,博客网站,,
22,"Pokémon GO is giving players the chance to earn codes to encounter Unown X, Y, Z and A, subscribe to any official Pokémon GO YouTube channels to help unlock Timed Research featuring Unown – Pokémon Blog",https://pokemonblog.com/2026/02/23/pokemon-go-is-giving-players-the-chance-to-earn-codes-to-encounter-unown-x-y-z-and-a-subscribe-to-any-official-pokemon-go-youtube-channels-to-help-unlock-timed-research-featuring-unown/,https://spacewavesgame.io/,Space Waves,22,84,True,False,True,True,False,False,False,False,2026-05-30,2026-05-30,False,False,pokemonblog.com,游戏站,游戏网站,
22,Entediado? Conheça joguinhos escondidos no Google para passar o tempo - 23/01/2022 - UOL TILT,https://www.uol.com.br/tilt/noticias/redacao/2022/01/23/entediado-conheca-joguinhos-escondidos-no-google-para-passar-o-tempo.htm,https://elgoog.im/breakout/,Atari Breakout,17,370,False,False,False,True,False,False,False,False,2025-05-09,2026-06-01,False,False,uol.com.br,游戏站,游戏网站,
22,Las mejores curiosidades en Google - Softonic,https://www.softonic.com/articulos/curiosidades-google,http://elgoog.im/terminal/,Google MS-DOS,43,191,False,False,False,True,False,False,False,False,2024-04-06,2026-02-25,False,False,softonic.com,访问失败,,
22,elgoog+website - Bing,http://rewards.bing.com/search?FORM=QSRE2&q=elgoog%2Bwebsite,https://elgoog.im/underwater/,Play Google Underwater Search Easter Egg - elgooG,27,22,False,False,False,True,False,False,False,False,2026-04-24,2026-04-24,False,False,bing.com,评论网站,,
22,Medium,https://abuchirobert.medium.com/10-crazy-and-interesting-facts-you-didnt-know-about-google-a83d1b5b18a3,http://elgoog.im/,Google Mirror,5,66,True,False,True,True,False,False,False,False,2025-12-25,2026-07-11,False,False,medium.com,无评论功能,,
22,Bakım Modu,http://www.lavabo.org/,https://elgoog.im/zergrush,E-Piksel,2,50,False,False,False,True,False,False,False,False,2025-12-11,2026-04-28,False,True,lavabo.org,访问失败,,
22,Qué pasa si buscas ‘Do a Barrel Roll’ y otros secretos de Google que no conocías - Meristation,https://as.com/meristation/2018/10/23/betech/1540327901_343463.html,https://elgoog.im/gravity/,o entrad en este enlace directamente,6,59,False,False,False,True,False,False,False,False,2025-09-30,2026-01-10,False,False,as.com,无评论功能,,
22,"Joanne Shaw Taylor releases ""Nobody's Fool"" lyric video - Blues Rock Review",https://bluesrockreview.com/2023/01/joanne-shaw-taylor-releases-nobodys-fool-lyric-video.html,https://driftbossgame.io/,Drift Boss,6,46,True,False,True,True,False,False,False,False,2026-06-11,2026-07-12,False,False,bluesrockreview.com,博客网站,,
22,4 Decision-Making Methods for Decentralised Teams,https://www.thehum.org/post/decision-making-methods-for-decentralised-teams,https://driftbossgame.io/,Drift Boss,13,19,False,False,False,True,False,False,False,False,2026-06-13,2026-06-16,True,False,thehum.org,无评论功能,,
22,A Writer's Summer - Books & Such Literary Management,https://www.booksandsuch.com/blog/a-writers-summer/,https://driftbossgame.io/,Drift Boss,28,47,True,False,False,True,False,False,False,False,2026-01-27,2026-03-09,False,True,booksandsuch.com,博客网站,,2025-06-08 08:20
22,10 Best Unblocked Games for School - Play Anytime & Anywhere,https://www.waybinary.com/unblocked-games-for-school/,https://elgoog.im/breakout/,Atari Breakout,28,93,True,False,False,True,False,False,False,False,2024-05-18,2026-05-19,False,False,waybinary.com,游戏站,游戏网站,
22,20 Hidden Google Games for You to Play - Make Tech Easier,https://www.maketecheasier.com/hidden-google-games/,https://elgoog.im/breakout/,this site,20,81,False,False,False,True,False,False,False,False,2025-04-24,2026-03-26,False,False,maketecheasier.com,游戏站,游戏网站,
22,Los 10 juegos y trucos que tiene el buscador de Google para pasar el tiempo libre - Infobae,https://www.infobae.com/america/tecno/2022/04/22/los-10-juegos-y-trucos-que-tiene-el-buscador-de-google-para-pasar-el-tiempo-libre/,https://elgoog.im/breakout/,https://elgoog.im/breakout/,10,88,False,False,False,True,False,False,False,False,2025-05-09,2026-05-22,False,False,infobae.com,无评论功能,,
22,Google Celebrates Taylor Swift With ‘The Life of a Showgirl’ Search Page Easter Egg,https://www.forbes.com/sites/kionasmith/2025/08/14/google-celebrates-taylor-swift-with-a-sparkly-search-page-easter-egg/,https://elgoog.im/,past Easter eggs,7,438,True,False,False,True,False,False,False,False,2025-12-17,2026-05-26,False,False,forbes.com,无评论功能,,
22,Los 10 errores más comunes en el diseño de baños modernos,https://www.strettocolombia.com/post/los-10-errores-mas-comunes-en-el-diseno-de-banos-modernos,https://spacewavesgame.io/,space waves,16,72,False,False,False,True,False,False,False,False,2025-06-02,2026-05-11,False,True,strettocolombia.com,游戏站,游戏网站,
22,"Growing Knowledge, Food, and Community: ORR District PD Day with Grow Education - Marion Institute",https://www.marioninstitute.org/orr-pd-day-2025/,https://spacewavesgame.io/,Space Waves Game,9,102,True,False,True,True,False,False,False,False,2025-12-16,2026-02-10,False,True,marioninstitute.org,评论网站,,
22,Aquatic Therapy for Autism: Benefits for Children with ASD,https://www.autismconnect.com/blogs/aquatic-therapy-benefits-for-children-diagnosed-with-autism/,https://spacewavesgame.io/,Space Waves,13,221,True,False,True,True,False,False,False,False,2026-01-23,2026-03-15,False,True,autismconnect.com,博客网站,,2025-12-07 07:30
22,크롬 공룡게임하기 :: 플래시게임몰,https://flashgamemall.tistory.com/2356,https://elgoog.im/t-rex/3d/,"T-Rex Dinosaur Game 3D - elgooG Play Google Chrome Dinosaur Game 3D version online for free. The T-Rex Dinosaur Game(AKA Chrome Dino, or the NO INTERNET GAME) is one of the hidden Google games which originally can only be activated when you are offline with Chrome browser. Today this gam elgoog.im",14,86,False,False,False,True,False,False,False,False,2025-04-24,2026-05-16,False,False,tistory.com,评论网站,,
22,Top 15 Best Original Prank Websites on Internet 2026,https://itechhacks.com/best-prank-websites-on-internet/,https://elgoog.im/terminal/,Google Terminal,23,80,True,False,False,True,False,False,False,False,2024-02-20,2026-07-11,False,False,itechhacks.com,评论网站,,
22,"슬기로운 방학생활_방학동안 아이들과 구글탐험하기(구글미러,underwater) : 네이버 블로그",https://m.blog.naver.com/naya30725/222057311934,https://elgoog.im/underwater/,Google Underwater Search Now you can do some underwater search with Google! elgoog.im,3,16,False,False,False,True,False,False,False,False,2025-11-10,2026-05-08,False,False,naver.com,无评论功能,,
22,I can't reach to my elgooG site! 404 error - Microsoft Q&A,https://learn.microsoft.com/en-us/answers/questions/2370683/i-cant-reach-to-my-elgoog-site-404-error,https://elgoog.im/,https://elgoog.im/,3,15,True,False,True,True,False,False,False,False,2025-12-22,2026-07-06,False,False,microsoft.com,评论网站,,
22,Por la privatización de los parques públicos - Instituto Juan de Mariana,https://juandemariana.org/por-la-privatizacion-de-los-parques-publicos/,https://spacewavesgame.io/,https://spacewavesgame.io,8,46,True,False,True,True,False,False,False,False,2026-01-21,2026-07-12,False,False,juandemariana.org,无评论功能,,
21,Arama,http://inmind.uz/index.php?route=product%2Fsearch,https://elgoog.im/breakout,E-Piksel,2,34,False,False,False,True,False,False,False,True,2026-02-16,2026-03-29,False,True,inmind.uz,无评论功能,,
21,Bakım Modu,https://www.orstrend.com/,https://elgoog.im/breakout/,E-Piksel,2,29,False,False,False,True,False,False,False,False,2025-12-30,2026-01-29,False,True,orstrend.com,游戏站,游戏网站,
21,Los juegos más míticos de la década de los 70 | Marca,https://www.marca.com/videojuegos/otros-juegos/2020/10/11/5f82ba9646163f4a578b45dd.html,https://elgoog.im/breakout/,en el buscador de Google,17,334,False,False,False,True,False,False,False,False,2025-04-25,2026-07-02,False,False,marca.com,无评论功能,,
