Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
0,Tactic Links,https://tacticlinks.com/en/load/braintest.games/,https://braintest.games/,Screenshot of braintest.games,2,15,false,false,false,false,false,false,true,false,2026-03-17,2026-05-04,false,false
0,Tactic Links,https://tacticlinks.com/en/load/braintest.games/,https://braintest.games/,braintest.games,2,15,false,false,false,true,false,false,false,false,2026-03-07,2026-05-04,false,false
0,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥 – Tamashi,https://tamashi.com/telegram-salesoven-access-to-hacked-sites-for-seo-17-5/,https://braintest.games/level/27,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,3001,36,true,false,false,true,false,false,false,false,2026-05-19,2026-05-19,true,false
0,High-quality backlink service 2025/09/11/169 | toplikevideo.com,https://toplikevideo.com/list.php?part=2025%2F09%2F11%2F169,https://braintest.games/,braintest.games,2967,115,true,false,false,false,false,false,true,false,2025-09-17,2025-12-09,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/australia/study/nature-landscapes-1,https://braintest.games/,https://braintest.games/,151,175,false,false,false,true,false,false,false,false,2026-02-02,2026-02-02,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/austria/study/language-sign-language,https://braintest.games/,https://braintest.games/,11,158,false,false,false,true,false,false,false,false,2026-02-06,2026-02-06,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/india/study/emojis-activities,https://braintest.games/,https://braintest.games/,89,171,false,false,false,true,false,false,false,false,2026-02-02,2026-02-02,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/italy/study/athletes-hockey,https://braintest.games/,https://braintest.games/,155,159,false,false,false,true,false,false,false,false,2025-12-13,2025-12-13,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/portugal/study/country-capitals-1,https://braintest.games/,https://braintest.games/,150,165,false,false,false,true,false,false,false,false,2026-02-07,2026-02-07,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/slovenia/study/music-covers,https://braintest.games/,https://braintest.games/,53,161,false,false,false,true,false,false,false,false,2026-02-07,2026-02-07,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/sweden/study/emojis-food-drink,https://braintest.games/,https://braintest.games/,90,171,false,false,false,true,false,false,false,false,2026-02-02,2026-02-02,false,false
0,Keywords – Driving license education,https://traffic-rules.com/en/turkey/study/people-artists-3,https://braintest.games/,https://braintest.games/,112,170,false,false,false,true,false,false,false,false,2026-02-06,2026-02-06,false,false
0,"Brain Test Game Answers - Others & Platforms | Beginner, Free, Web - Turbo0",https://turbo0.com/item/brain-test-game-answers,https://braintest.games/,Visit Website,9,32,false,false,false,true,false,false,false,false,2025-11-21,2026-04-28,false,false
0,"Brain Test Game Answers - Others & Platforms | Beginner, Free, Web - Turbo0",https://turbo0.com/item/brain-test-game-answers,https://braintest.games/,braintest.games,9,32,false,false,false,true,false,false,false,false,2025-11-21,2026-04-28,false,false
0,"Brain Test Game Answers - Others & Platforms | Beginner, Free, Web - Turbo0",https://turbo0.com/item/brain-test-game-answers,https://braintest.games/,image of Brain Test Game Answers Visit Website,9,32,false,false,false,false,false,false,true,false,2025-11-21,2026-04-28,false,false
0,❤️ URL Shared ❤️,https://websites.freemyip.com/share/46271,https://braintest.games/,braintest.games,3500,21,true,false,false,true,false,false,false,false,2026-02-05,2026-05-13,false,false
0,Directory Link Service,https://www.directorylinkservice.com/domains/44830/27e57c940b6189e7d1babcf9dfce0256/,https://braintest.games/,braintest.games,1006,13,true,false,false,true,false,false,false,false,2026-03-10,2026-05-18,false,false
0,turbo0.com | Turbo0 - Popular Content Creation Products Directory,https://www.example3.com/domain/turbo0.com,https://braintest.games/,,909,920,true,false,false,true,false,false,false,false,2026-03-02,2026-03-02,false,false
